"id" ;"ari_text" ;"score" ;"characters_count" ;"coleman_liau_text" ;"complexwords_text" ;"flesch_kincaid_text" ;"flesch_reading_text" ;"gunning_fog_text" ;"sentences_text" ;"smog_index_text" ;"smog_text" ;"syllables_text" ;"words_text" ;"good" ;"total_links" ;"comm_name"
72,457 ;18.228 ;1 ;477 ;14.41 ;24 ;16.801 ;29.822 ;22.4 ;3 ;18.492 ;19.287 ;160 ;93 ;yes ;0 ;chemistry.stackexchange.com
72,458 ;10.078 ;1 ;562 ;9.471 ;20 ;11.798 ;47.877 ;14.4 ;6 ;13 ;13.559 ;205 ;126 ;yes ;2 ;chemistry.stackexchange.com
72,459 ;9.511 ;1 ;561 ;11.442 ;22 ;10.999 ;45.978 ;13.6 ;7 ;12.71 ;13.257 ;199 ;117 ;yes ;3 ;chemistry.stackexchange.com
72,460 ;6.104 ;0 ;268 ;9.9 ;12 ;9.01 ;46.789 ;12 ;6 ;10.746 ;11.208 ;98 ;55 ;no ;0 ;chemistry.stackexchange.com
72,461 ;6.55 ;-2 ;336 ;9.687 ;8 ;6.134 ;72.455 ;9.2 ;6 ;9.325 ;9.726 ;104 ;72 ;no ;0 ;chemistry.stackexchange.com
72,463 ;10.229 ;1 ;1,275 ;10.508 ;50 ;10.693 ;53.383 ;14.8 ;14 ;13.351 ;13.925 ;434 ;275 ;yes ;0 ;chemistry.stackexchange.com
72,480 ;6.439 ;1 ;212 ;7.213 ;6 ;9.097 ;60.715 ;11.2 ;3 ;10.746 ;11.208 ;79 ;52 ;yes ;2 ;chemistry.stackexchange.com
72,484 ;11.525 ;1 ;753 ;9.137 ;19 ;11.741 ;54.398 ;14 ;7 ;12.024 ;12.541 ;258 ;171 ;yes ;0 ;chemistry.stackexchange.com
72,494 ;2.03 ;5 ;719 ;3.917 ;16 ;5.623 ;76.459 ;8 ;16 ;8.477 ;8.842 ;272 ;195 ;yes ;0 ;chemistry.stackexchange.com
72,496 ;7.509 ;3 ;464 ;7.821 ;22 ;11.185 ;47.82 ;14.8 ;6 ;13.488 ;14.068 ;184 ;111 ;yes ;0 ;chemistry.stackexchange.com
72,497 ;9.445 ;1 ;426 ;10.18 ;22 ;12.599 ;37.859 ;16.4 ;5 ;14.489 ;15.112 ;165 ;93 ;yes ;2 ;chemistry.stackexchange.com
72,514 ;6.085 ;3 ;329 ;7.729 ;13 ;8.347 ;63.363 ;12.4 ;5 ;11.832 ;12.341 ;119 ;79 ;yes ;0 ;chemistry.stackexchange.com
72,515 ;2.228 ;2 ;520 ;3.218 ;11 ;5.879 ;80.164 ;8.8 ;10 ;8.745 ;9.121 ;201 ;153 ;yes ;0 ;chemistry.stackexchange.com
72,517 ;12.732 ;2 ;422 ;12.79 ;23 ;13.812 ;33.441 ;19.2 ;4 ;16.134 ;16.828 ;151 ;84 ;yes ;2 ;chemistry.stackexchange.com
72,520 ;7.225 ;2 ;564 ;8.952 ;19 ;8.719 ;61.273 ;12 ;8 ;11.441 ;11.933 ;197 ;129 ;yes ;2 ;chemistry.stackexchange.com
72,521 ;8.941 ;1 ;692 ;8.674 ;19 ;9.763 ;60.693 ;12.4 ;8 ;11.441 ;11.933 ;238 ;160 ;yes ;2 ;chemistry.stackexchange.com
72,531 ;8.578 ;2 ;463 ;10.201 ;10 ;9.434 ;57.405 ;10 ;6 ;10.071 ;10.504 ;158 ;101 ;yes ;0 ;chemistry.stackexchange.com
72,532 ;11.734 ;8 ;1,110 ;8.541 ;31 ;12.126 ;54.076 ;14.8 ;10 ;12.644 ;13.187 ;386 ;258 ;yes ;4 ;chemistry.stackexchange.com
72,546 ;7.885 ;2 ;324 ;7.666 ;13 ;9.412 ;62.312 ;14 ;4 ;12.874 ;13.428 ;115 ;78 ;yes ;0 ;chemistry.stackexchange.com
72,547 ;7.461 ;-1 ;164 ;6.199 ;6 ;10.019 ;60.634 ;14 ;2 ;12.487 ;13.024 ;62 ;42 ;no ;0 ;chemistry.stackexchange.com
72,549 ;10.326 ;2 ;316 ;13.22 ;16 ;11.581 ;39.641 ;16 ;4 ;13.954 ;14.555 ;111 ;62 ;yes ;0 ;chemistry.stackexchange.com
72,550 ;15.667 ;0 ;430 ;10.582 ;14 ;17.417 ;27.186 ;18.4 ;3 ;14.832 ;15.47 ;167 ;96 ;no ;0 ;chemistry.stackexchange.com
72,551 ;12.116 ;-1 ;97 ;13.27 ;3 ;10.452 ;53.971 ;13.6 ;1 ;12.487 ;13.024 ;30 ;19 ;no ;0 ;chemistry.stackexchange.com
72,553 ;13.2 ;4 ;3,291 ;10.852 ;103 ;13.38 ;43.722 ;15.6 ;28 ;13.505 ;14.086 ;1,141 ;701 ;yes ;10 ;chemistry.stackexchange.com
72,554 ;9.903 ;8 ;421 ;11.378 ;17 ;10.449 ;51.496 ;14.4 ;5 ;13.1 ;13.663 ;143 ;88 ;yes ;0 ;chemistry.stackexchange.com
72,556 ;4.664 ;2 ;263 ;4.42 ;10 ;8.015 ;70.103 ;12.4 ;4 ;11.66 ;12.162 ;102 ;73 ;yes ;0 ;chemistry.stackexchange.com
72,566 ;16.99 ;5 ;2,433 ;12.354 ;98 ;16.128 ;36.094 ;20 ;16 ;16.555 ;17.267 ;833 ;509 ;yes ;2 ;chemistry.stackexchange.com
72,587 ;14.01 ;0 ;1,048 ;9.292 ;42 ;14.678 ;44.597 ;18.8 ;8 ;15.55 ;16.219 ;381 ;246 ;no ;0 ;chemistry.stackexchange.com
72,588 ;11.791 ;8 ;2,726 ;7.601 ;93 ;12.569 ;53.779 ;16.4 ;24 ;13.782 ;14.375 ;974 ;658 ;yes ;10 ;chemistry.stackexchange.com
72,589 ;16.906 ;2 ;1,087 ;9.81 ;27 ;15.991 ;44.023 ;18 ;7 ;13.757 ;14.349 ;374 ;250 ;yes ;3 ;chemistry.stackexchange.com
72,593 ;13.511 ;2 ;1,045 ;12.097 ;32 ;12.974 ;44.196 ;15.2 ;9 ;13.328 ;13.901 ;349 ;213 ;yes ;0 ;chemistry.stackexchange.com
72,596 ;7.583 ;0 ;686 ;8.297 ;15 ;8.684 ;64.668 ;10.4 ;9 ;10.071 ;10.504 ;236 ;161 ;no ;0 ;chemistry.stackexchange.com
72,598 ;10.87 ;4 ;1,081 ;6.523 ;25 ;11.655 ;60.128 ;14.4 ;10 ;11.66 ;12.162 ;384 ;273 ;yes ;6 ;chemistry.stackexchange.com
72,599 ;9.613 ;4 ;470 ;8.14 ;12 ;10.502 ;59.307 ;12.8 ;5 ;11.485 ;11.979 ;164 ;111 ;yes ;0 ;chemistry.stackexchange.com
72,600 ;5.336 ;3 ;403 ;7.186 ;10 ;7.713 ;63.934 ;9.2 ;7 ;9.547 ;9.957 ;145 ;95 ;yes ;0 ;chemistry.stackexchange.com
72,602 ;11.103 ;3 ;1,573 ;8.794 ;49 ;11.163 ;58.01 ;14.8 ;15 ;12.899 ;13.454 ;532 ;362 ;yes ;0 ;chemistry.stackexchange.com
72,603 ;8.533 ;1 ;1,011 ;11.157 ;34 ;9.955 ;50.79 ;12 ;14 ;11.536 ;12.032 ;354 ;213 ;yes ;0 ;chemistry.stackexchange.com
72,606 ;11.782 ;10 ;1,684 ;8.184 ;46 ;12.685 ;51.26 ;14.8 ;15 ;12.592 ;13.133 ;604 ;397 ;yes ;7 ;chemistry.stackexchange.com
72,607 ;7.469 ;2 ;465 ;9.317 ;16 ;8.964 ;56.495 ;11.6 ;7 ;11.281 ;11.766 ;162 ;101 ;yes ;0 ;chemistry.stackexchange.com
72,609 ;1.286 ;-1 ;197 ;1.915 ;2 ;5.11 ;86.035 ;7.2 ;4 ;6.873 ;7.169 ;77 ;62 ;no ;0 ;chemistry.stackexchange.com
72,610 ;6.593 ;0 ;311 ;5.27 ;7 ;9.278 ;65.499 ;11.2 ;4 ;10.246 ;10.686 ;118 ;83 ;no ;0 ;chemistry.stackexchange.com
72,611 ;7.98 ;1 ;1,426 ;9.447 ;51 ;9.121 ;59.668 ;12.4 ;19 ;11.974 ;12.489 ;492 ;320 ;yes ;0 ;chemistry.stackexchange.com
72,616 ;7.984 ;3 ;241 ;8.103 ;5 ;8.174 ;70.297 ;10.8 ;3 ;10.071 ;10.504 ;79 ;57 ;yes ;0 ;chemistry.stackexchange.com
72,620 ;6.513 ;2 ;283 ;7.358 ;9 ;8.581 ;64.265 ;12 ;4 ;11.216 ;11.698 ;102 ;69 ;yes ;1 ;chemistry.stackexchange.com
72,636 ;8.923 ;1 ;489 ;3.149 ;10 ;11.327 ;68.003 ;14.4 ;5 ;10.746 ;11.208 ;194 ;152 ;yes ;2 ;chemistry.stackexchange.com
72,641 ;12.887 ;12 ;1,116 ;7.592 ;33 ;12.544 ;60.739 ;16.8 ;9 ;13.488 ;14.068 ;380 ;281 ;yes ;3 ;chemistry.stackexchange.com
72,642 ;9.558 ;1 ;481 ;11.531 ;22 ;10.97 ;46.098 ;15.2 ;6 ;13.488 ;14.068 ;170 ;100 ;yes ;0 ;chemistry.stackexchange.com
72,643 ;9.808 ;2 ;636 ;9.581 ;26 ;11.268 ;50.408 ;15.2 ;7 ;13.556 ;14.139 ;228 ;142 ;yes ;0 ;chemistry.stackexchange.com
72,646 ;5.089 ;2 ;396 ;8.407 ;14 ;7.708 ;59.613 ;10.4 ;8 ;10.246 ;10.686 ;143 ;89 ;yes ;0 ;chemistry.stackexchange.com
72,648 ;4.511 ;1 ;404 ;5.529 ;12 ;7.561 ;66.804 ;10 ;7 ;10.171 ;10.609 ;151 ;102 ;yes ;0 ;chemistry.stackexchange.com
72,649 ;13.861 ;0 ;2,933 ;11.336 ;115 ;14.586 ;36.056 ;17.2 ;24 ;14.99 ;15.634 ;1,051 ;614 ;no ;0 ;chemistry.stackexchange.com
72,652 ;9.209 ;7 ;831 ;7.551 ;11 ;9.147 ;69.262 ;10.8 ;9 ;9.055 ;9.445 ;273 ;201 ;yes ;0 ;chemistry.stackexchange.com
72,654 ;11.722 ;2 ;567 ;7.4 ;16 ;13.302 ;48.856 ;15.2 ;5 ;12.798 ;13.348 ;212 ;138 ;yes ;5 ;chemistry.stackexchange.com
72,656 ;4.977 ;2 ;211 ;7.563 ;6 ;6.526 ;70.091 ;9.6 ;4 ;9.708 ;10.126 ;72 ;49 ;yes ;0 ;chemistry.stackexchange.com
72,658 ;21.576 ;5 ;1,767 ;10.955 ;64 ;19.983 ;28.779 ;23.6 ;9 ;17.606 ;18.363 ;617 ;389 ;yes ;4 ;chemistry.stackexchange.com
72,660 ;6.777 ;1 ;246 ;9.032 ;10 ;9.997 ;47.433 ;12.4 ;4 ;11.66 ;12.162 ;93 ;54 ;yes ;2 ;chemistry.stackexchange.com
72,661 ;8.812 ;0 ;780 ;8.305 ;17 ;9.363 ;64.151 ;11.6 ;9 ;10.528 ;10.981 ;264 ;183 ;no ;0 ;chemistry.stackexchange.com
72,663 ;6.188 ;0 ;248 ;7.827 ;10 ;9.634 ;51.371 ;12.4 ;4 ;11.66 ;12.162 ;95 ;57 ;no ;0 ;chemistry.stackexchange.com
72,668 ;8.412 ;2 ;794 ;9.327 ;30 ;9.915 ;55.859 ;13.2 ;10 ;12.487 ;13.024 ;281 ;179 ;yes ;1 ;chemistry.stackexchange.com
72,670 ;12.896 ;2 ;1,510 ;10.398 ;50 ;13.129 ;45.737 ;16 ;13 ;13.742 ;14.333 ;524 ;327 ;yes ;0 ;chemistry.stackexchange.com
72,672 ;8.336 ;1 ;715 ;5.964 ;20 ;10.204 ;63.094 ;13.2 ;8 ;11.66 ;12.162 ;263 ;185 ;yes ;0 ;chemistry.stackexchange.com
72,674 ;12.91 ;2 ;1,250 ;11.194 ;41 ;12.713 ;46.5 ;15.2 ;11 ;13.574 ;14.158 ;423 ;263 ;yes ;2 ;chemistry.stackexchange.com
72,675 ;1.014 ;1 ;174 ;2.295 ;4 ;5.116 ;81.094 ;7.6 ;4 ;8.477 ;8.842 ;68 ;51 ;yes ;0 ;chemistry.stackexchange.com
72,676 ;12.237 ;0 ;558 ;9.92 ;16 ;12.903 ;46.368 ;14.8 ;5 ;12.798 ;13.348 ;197 ;123 ;no ;0 ;chemistry.stackexchange.com
72,681 ;1.132 ;4 ;171 ;2.755 ;2 ;5.081 ;80.45 ;6.4 ;4 ;6.873 ;7.169 ;66 ;49 ;yes ;0 ;chemistry.stackexchange.com
72,683 ;7.727 ;1 ;236 ;11.159 ;10 ;10.478 ;41.317 ;12.8 ;4 ;11.66 ;12.162 ;87 ;48 ;yes ;0 ;chemistry.stackexchange.com
72,684 ;24.072 ;3 ;1,736 ;9.447 ;61 ;22.334 ;25.104 ;26 ;8 ;18.124 ;18.904 ;624 ;405 ;yes ;12 ;chemistry.stackexchange.com
72,687 ;9.763 ;3 ;670 ;11.188 ;30 ;11.369 ;44.946 ;15.2 ;8 ;13.607 ;14.192 ;240 ;141 ;yes ;2 ;chemistry.stackexchange.com
72,688 ;15.742 ;2 ;547 ;12.489 ;22 ;15.088 ;35.872 ;18.8 ;4 ;15.845 ;16.527 ;186 ;110 ;yes ;2 ;chemistry.stackexchange.com
72,700 ;17.806 ;2 ;2,411 ;11.882 ;90 ;16.449 ;38.048 ;20.4 ;15 ;16.416 ;17.122 ;813 ;513 ;yes ;2 ;chemistry.stackexchange.com
72,701 ;6.816 ;1 ;318 ;5.236 ;10 ;8.385 ;72.798 ;12.8 ;4 ;11.66 ;12.162 ;113 ;85 ;yes ;1 ;chemistry.stackexchange.com
72,704 ;11.577 ;0 ;612 ;10.928 ;23 ;12.738 ;42.325 ;15.2 ;6 ;13.724 ;14.314 ;219 ;130 ;no ;0 ;chemistry.stackexchange.com
72,706 ;10.708 ;1 ;680 ;10.081 ;23 ;10.609 ;56.911 ;14.4 ;7 ;12.928 ;13.484 ;226 ;149 ;yes ;2 ;chemistry.stackexchange.com
72,707 ;6.461 ;1 ;447 ;6.094 ;11 ;8.302 ;69.676 ;11.2 ;6 ;10.416 ;10.864 ;160 ;115 ;yes ;0 ;chemistry.stackexchange.com
72,711 ;12.601 ;1 ;1,530 ;8.874 ;51 ;13.228 ;48.312 ;16.4 ;13 ;13.849 ;14.444 ;544 ;351 ;yes ;5 ;chemistry.stackexchange.com
72,712 ;10.354 ;0 ;185 ;10.441 ;4 ;10.5 ;55.405 ;12 ;2 ;10.746 ;11.208 ;62 ;40 ;no ;0 ;chemistry.stackexchange.com
72,715 ;9.513 ;1 ;1,399 ;9.781 ;49 ;9.971 ;58.086 ;13.6 ;16 ;12.585 ;13.126 ;473 ;310 ;yes ;0 ;chemistry.stackexchange.com
72,717 ;7.236 ;5 ;507 ;8.507 ;15 ;8.984 ;60.674 ;11.2 ;7 ;11.018 ;11.492 ;180 ;118 ;yes ;1 ;chemistry.stackexchange.com
72,721 ;7.999 ;2 ;330 ;7.496 ;9 ;8.878 ;67.038 ;12.4 ;4 ;11.216 ;11.698 ;113 ;80 ;yes ;0 ;chemistry.stackexchange.com
72,722 ;10.9 ;1 ;816 ;13.813 ;39 ;12.479 ;33.554 ;15.6 ;10 ;13.817 ;14.411 ;292 ;157 ;yes ;1 ;chemistry.stackexchange.com
72,723 ;11.167 ;0 ;1,073 ;8.082 ;37 ;12.341 ;51.823 ;15.6 ;10 ;13.536 ;14.118 ;388 ;254 ;no ;0 ;chemistry.stackexchange.com
72,724 ;10.694 ;6 ;1,184 ;9.616 ;40 ;11.003 ;55.362 ;14.8 ;12 ;13 ;13.559 ;403 ;264 ;yes ;0 ;chemistry.stackexchange.com
72,725 ;3.823 ;1 ;258 ;6.527 ;6 ;5.813 ;71.195 ;8 ;6 ;8.477 ;8.842 ;89 ;60 ;yes ;0 ;chemistry.stackexchange.com
72,726 ;5.956 ;0 ;620 ;6.609 ;18 ;7.206 ;74.272 ;11.2 ;9 ;10.746 ;11.208 ;212 ;156 ;no ;0 ;chemistry.stackexchange.com
72,727 ;4.352 ;1 ;252 ;6.938 ;7 ;6.2 ;71.985 ;9.2 ;5 ;9.481 ;9.889 ;87 ;60 ;yes ;0 ;chemistry.stackexchange.com
72,729 ;8.304 ;4 ;2,123 ;7.528 ;60 ;9.646 ;62.523 ;12.4 ;25 ;11.485 ;11.979 ;750 ;514 ;yes ;0 ;chemistry.stackexchange.com
72,731 ;13.712 ;2 ;4,116 ;9.193 ;111 ;13.421 ;52.831 ;16.4 ;32 ;13.201 ;13.769 ;1,413 ;970 ;yes ;2 ;chemistry.stackexchange.com
72,732 ;11.289 ;-4 ;562 ;12.237 ;22 ;11.901 ;43.582 ;15.2 ;6 ;13.488 ;14.068 ;194 ;114 ;no ;0 ;chemistry.stackexchange.com
72,734 ;10.944 ;0 ;847 ;7.897 ;54 ;14.119 ;38.81 ;20.4 ;8 ;17.23 ;17.971 ;340 ;202 ;no ;0 ;chemistry.stackexchange.com
72,735 ;12.865 ;2 ;1,470 ;7.59 ;65 ;15.127 ;39.303 ;18.8 ;12 ;15.748 ;16.425 ;577 ;355 ;yes ;0 ;chemistry.stackexchange.com
72,738 ;6.71 ;0 ;323 ;8.261 ;10 ;8.046 ;63.378 ;10.8 ;5 ;10.746 ;11.208 ;111 ;73 ;no ;0 ;chemistry.stackexchange.com
72,740 ;8.319 ;6 ;1,293 ;8.756 ;46 ;10.047 ;56.204 ;13.2 ;16 ;12.287 ;12.816 ;464 ;298 ;yes ;0 ;chemistry.stackexchange.com
72,741 ;14.242 ;0 ;874 ;11.641 ;32 ;13.922 ;41.304 ;16.8 ;7 ;14.711 ;15.343 ;298 ;181 ;no ;0 ;chemistry.stackexchange.com
72,743 ;11.333 ;3 ;529 ;9.165 ;16 ;12.847 ;45.705 ;14.8 ;5 ;12.798 ;13.348 ;194 ;120 ;yes ;1 ;chemistry.stackexchange.com
72,744 ;8.977 ;3 ;353 ;8.25 ;4 ;9.136 ;66.518 ;9.6 ;4 ;8.477 ;8.842 ;117 ;83 ;yes ;0 ;chemistry.stackexchange.com
72,746 ;9.824 ;0 ;901 ;6.374 ;19 ;10.616 ;64.268 ;13.2 ;9 ;10.958 ;11.43 ;316 ;229 ;no ;0 ;chemistry.stackexchange.com
72,751 ;11.333 ;1 ;717 ;13.151 ;24 ;11.62 ;43.146 ;13.6 ;8 ;12.487 ;13.024 ;243 ;141 ;yes ;0 ;chemistry.stackexchange.com
72,752 ;4.682 ;0 ;265 ;6.975 ;9 ;7.305 ;65.132 ;10.4 ;5 ;10.348 ;10.794 ;96 ;63 ;no ;0 ;chemistry.stackexchange.com
72,753 ;8.587 ;7 ;544 ;6.252 ;22 ;11.612 ;53.073 ;15.2 ;6 ;13.488 ;14.068 ;214 ;139 ;yes ;1 ;chemistry.stackexchange.com
72,758 ;14.676 ;0 ;677 ;10.093 ;20 ;15.118 ;41.531 ;16.8 ;5 ;13.954 ;14.555 ;244 ;154 ;no ;2 ;chemistry.stackexchange.com
72,765 ;8.09 ;7 ;276 ;3.025 ;9 ;11.187 ;63.54 ;14.8 ;3 ;12.487 ;13.024 ;112 ;82 ;yes ;0 ;chemistry.stackexchange.com
72,766 ;10.326 ;10 ;401 ;8.062 ;11 ;10.938 ;58.946 ;13.6 ;4 ;12.083 ;12.603 ;139 ;95 ;yes ;2 ;chemistry.stackexchange.com
72,773 ;9.776 ;1 ;406 ;5.342 ;12 ;11.657 ;59.58 ;15.2 ;4 ;12.487 ;13.024 ;153 ;108 ;yes ;0 ;chemistry.stackexchange.com
72,775 ;12.79 ;3 ;3,594 ;8.674 ;137 ;13.46 ;47.9 ;17.2 ;30 ;14.705 ;15.337 ;1,285 ;831 ;yes ;2 ;chemistry.stackexchange.com
72,776 ;9.217 ;1 ;541 ;8.29 ;17 ;9.854 ;62.115 ;13.6 ;6 ;12.22 ;12.745 ;185 ;127 ;yes ;2 ;chemistry.stackexchange.com
72,777 ;8.904 ;5 ;1,604 ;9.155 ;58 ;10.1 ;56.771 ;13.6 ;19 ;12.57 ;13.11 ;562 ;364 ;yes ;1 ;chemistry.stackexchange.com
72,778 ;14.989 ;3 ;1,047 ;12.017 ;44 ;15.189 ;33.808 ;18.4 ;8 ;15.845 ;16.527 ;369 ;214 ;yes ;3 ;chemistry.stackexchange.com
72,779 ;5.119 ;6 ;227 ;6.96 ;7 ;8.468 ;58.399 ;10 ;4 ;10.246 ;10.686 ;86 ;54 ;yes ;0 ;chemistry.stackexchange.com
72,781 ;7.912 ;2 ;290 ;9.889 ;7 ;8.35 ;63.695 ;10.4 ;4 ;10.246 ;10.686 ;96 ;64 ;yes ;0 ;chemistry.stackexchange.com
72,783 ;8.279 ;-1 ;446 ;5.846 ;11 ;10.141 ;63.68 ;12.8 ;5 ;11.124 ;11.602 ;164 ;116 ;no ;0 ;chemistry.stackexchange.com
72,785 ;9.406 ;0 ;1,171 ;10.462 ;46 ;10.627 ;51.059 ;14.4 ;14 ;12.928 ;13.484 ;411 ;253 ;no ;0 ;chemistry.stackexchange.com
72,790 ;10.416 ;0 ;920 ;10.707 ;35 ;11.56 ;47.271 ;14.4 ;10 ;13.247 ;13.817 ;325 ;197 ;no ;0 ;chemistry.stackexchange.com
72,795 ;3.989 ;3 ;262 ;7.807 ;7 ;4.935 ;74.442 ;8 ;7 ;8.477 ;8.842 ;85 ;58 ;yes ;0 ;chemistry.stackexchange.com
72,796 ;9.713 ;1 ;286 ;7.973 ;9 ;10.776 ;58.172 ;14 ;3 ;12.487 ;13.024 ;101 ;68 ;yes ;1 ;chemistry.stackexchange.com
72,797 ;17.249 ;1 ;1,084 ;12.203 ;45 ;16.521 ;34.63 ;20.4 ;7 ;16.887 ;17.614 ;375 ;228 ;yes ;4 ;chemistry.stackexchange.com
72,800 ;10.019 ;5 ;925 ;9.648 ;35 ;10.373 ;57.383 ;14.4 ;10 ;13.247 ;13.817 ;313 ;206 ;yes ;4 ;chemistry.stackexchange.com
72,801 ;9.265 ;1 ;342 ;9.705 ;15 ;11.538 ;46.179 ;15.2 ;4 ;13.607 ;14.192 ;127 ;76 ;yes ;0 ;chemistry.stackexchange.com
72,804 ;9.005 ;3 ;692 ;11.117 ;27 ;11.185 ;43.768 ;13.6 ;9 ;12.487 ;13.024 ;253 ;146 ;yes ;0 ;chemistry.stackexchange.com
72,807 ;5.192 ;4 ;192 ;6.279 ;3 ;6.915 ;74.579 ;8.8 ;3 ;8.477 ;8.842 ;67 ;49 ;yes ;0 ;chemistry.stackexchange.com
72,810 ;8.7 ;1 ;226 ;13.157 ;12 ;12.203 ;26.724 ;14.8 ;4 ;12.487 ;13.024 ;86 ;43 ;yes ;0 ;chemistry.stackexchange.com
72,812 ;4.849 ;5 ;1,094 ;6.244 ;29 ;6.819 ;71.3 ;9.6 ;19 ;9.767 ;10.187 ;384 ;268 ;yes ;0 ;chemistry.stackexchange.com
72,814 ;6.29 ;0 ;280 ;9.236 ;16 ;9.673 ;47.442 ;15.2 ;5 ;12.798 ;13.348 ;106 ;61 ;no ;0 ;chemistry.stackexchange.com
72,815 ;7.82 ;6 ;2,249 ;9.693 ;91 ;9.533 ;55.442 ;13.6 ;31 ;12.384 ;12.917 ;798 ;500 ;yes ;4 ;chemistry.stackexchange.com
72,817 ;10.781 ;1 ;571 ;10.767 ;22 ;11.684 ;47.508 ;15.2 ;6 ;13.488 ;14.068 ;200 ;122 ;yes ;3 ;chemistry.stackexchange.com
72,821 ;18.224 ;6 ;829 ;11.029 ;35 ;16.76 ;39.735 ;22 ;5 ;17.491 ;18.244 ;280 ;182 ;yes ;1 ;chemistry.stackexchange.com
72,822 ;4.37 ;4 ;45 ;7.65 ;4 ;12.387 ;14.268 ;19.2 ;2 ;10.746 ;11.208 ;20 ;9 ;yes ;0 ;chemistry.stackexchange.com
72,823 ;12.531 ;3 ;1,813 ;12.061 ;74 ;12.607 ;43.439 ;16.4 ;17 ;14.428 ;15.048 ;618 ;370 ;yes ;0 ;chemistry.stackexchange.com
72,824 ;9.645 ;0 ;763 ;7.758 ;24 ;10.161 ;62.958 ;14 ;8 ;12.487 ;13.024 ;261 ;183 ;no ;2 ;chemistry.stackexchange.com
72,825 ;20.844 ;1 ;1,130 ;12.888 ;53 ;20.242 ;18.809 ;24 ;6 ;19.279 ;20.108 ;408 ;232 ;yes ;3 ;chemistry.stackexchange.com
72,826 ;17.411 ;1 ;1,271 ;10.653 ;55 ;18.304 ;26.84 ;21.6 ;8 ;17.361 ;18.108 ;482 ;283 ;yes ;3 ;chemistry.stackexchange.com
72,827 ;4.798 ;2 ;300 ;7.809 ;12 ;5.996 ;72.554 ;11.2 ;6 ;10.746 ;11.208 ;100 ;69 ;yes ;2 ;chemistry.stackexchange.com
72,829 ;9.46 ;7 ;407 ;11.075 ;14 ;9.778 ;55.591 ;13.2 ;5 ;12.165 ;12.688 ;136 ;86 ;yes ;1 ;chemistry.stackexchange.com
72,831 ;8.493 ;5 ;685 ;7.802 ;17 ;10.105 ;59.128 ;12 ;8 ;10.984 ;11.457 ;246 ;164 ;yes ;3 ;chemistry.stackexchange.com
72,832 ;15.296 ;33 ;706 ;9.869 ;20 ;14.746 ;47.049 ;17.6 ;5 ;13.954 ;14.555 ;243 ;162 ;yes ;4 ;chemistry.stackexchange.com
72,833 ;42.771 ;1 ;309 ;2.584 ;8 ;38.396 ;-3.886 ;42.8 ;1 ;18.492 ;19.287 ;129 ;99 ;yes ;0 ;chemistry.stackexchange.com
72,839 ;8.666 ;3 ;1,452 ;11.332 ;58 ;10.328 ;48.088 ;13.6 ;20 ;12.327 ;12.858 ;515 ;304 ;yes ;0 ;chemistry.stackexchange.com
72,840 ;10.872 ;1 ;412 ;8.744 ;14 ;11.435 ;55.383 ;14.8 ;4 ;13.247 ;13.817 ;143 ;95 ;yes ;2 ;chemistry.stackexchange.com
72,843 ;5.665 ;2 ;335 ;8.162 ;11 ;7.982 ;60.399 ;10.4 ;6 ;10.416 ;10.864 ;120 ;76 ;yes ;0 ;chemistry.stackexchange.com
72,846 ;9.642 ;1 ;1,928 ;11.661 ;92 ;11.625 ;41.328 ;15.6 ;24 ;13.724 ;14.314 ;701 ;399 ;yes ;0 ;chemistry.stackexchange.com
72,848 ;7.199 ;4 ;1,220 ;7.395 ;30 ;8.177 ;69.497 ;11.2 ;16 ;10.5 ;10.952 ;416 ;297 ;yes ;1 ;chemistry.stackexchange.com
72,849 ;9.715 ;3 ;606 ;10.447 ;23 ;10.444 ;53.513 ;14 ;7 ;12.928 ;13.484 ;208 ;131 ;yes ;0 ;chemistry.stackexchange.com
72,853 ;7.252 ;1 ;1,126 ;7.855 ;22 ;8.907 ;63.148 ;10 ;15 ;9.633 ;10.048 ;399 ;269 ;yes ;0 ;chemistry.stackexchange.com
72,854 ;9.818 ;3 ;1,446 ;9.733 ;57 ;11.901 ;45.472 ;14.8 ;16 ;13.338 ;13.912 ;535 ;321 ;yes ;3 ;chemistry.stackexchange.com
72,855 ;22.854 ;5 ;2,706 ;12.211 ;115 ;21.472 ;19.08 ;25.2 ;13 ;19.291 ;20.12 ;964 ;569 ;yes ;11 ;chemistry.stackexchange.com
72,857 ;2.79 ;0 ;420 ;3.344 ;10 ;5.746 ;79.914 ;8.8 ;8 ;9.124 ;9.516 ;155 ;117 ;no ;0 ;chemistry.stackexchange.com
72,859 ;14.391 ;1 ;1,071 ;9.534 ;27 ;13.893 ;50.891 ;16.4 ;8 ;13.062 ;13.624 ;366 ;249 ;yes ;0 ;chemistry.stackexchange.com
72,860 ;3.782 ;0 ;144 ;6.433 ;3 ;4.806 ;81.388 ;7.6 ;3 ;8.477 ;8.842 ;47 ;35 ;no ;0 ;chemistry.stackexchange.com
72,861 ;5.992 ;1 ;237 ;8.051 ;3 ;7.594 ;64.666 ;7.2 ;4 ;7.743 ;8.076 ;82 ;54 ;yes ;0 ;chemistry.stackexchange.com
